id,region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,lat,long,posting_date
7317047999,new york city,119500,2002.0,jaguar,HUMMER H1,fair,8 cylinders,diesel,61816.0,clean,automatic,4wd,full-size,SUV,black,25.827103,-80.24152,2021-05-04T20:56:55-0400
7317047319,new york city,2999,2007.0,nissan,quest 3.5 se,good,6 cylinders,gas,120679.0,clean,other,fwd,full-size,mini-van,silver,40.6324,-74.1171,2021-05-04T20:55:05-0400
7317046012,new york city,11000,2010.0,infiniti,ex35 journey,excellent,6 cylinders,gas,90700.0,clean,automatic,4wd,mid-size,SUV,grey,40.9177,-73.895,2021-05-04T20:51:31-0400
7317045906,new york city,19995,2017.0,lexus,is,fair,5 cylinders,gas,66074.0,clean,automatic,4wd,full-size,sedan,white,40.81603,-73.46397,2021-05-04T20:51:10-0400
7317044354,new york city,2899,2003.0,nissan,murano sl awd,good,6 cylinders,gas,189000.0,clean,automatic,4wd,mid-size,SUV,silver,40.6205,-73.9239,2021-05-04T20:46:56-0400
7317043966,new york city,0,2016.0,dodge,durango,excellent,5 cylinders,gas,56576.0,clean,automatic,4wd,full-size,SUV,grey,40.6621,-73.7353,2021-05-04T20:46:02-0400
7317042377,new york city,27995,2018.0,alfa-romeo,romeo stelvio,fair,5 cylinders,gas,21977.0,clean,automatic,4wd,full-size,SUV,grey,40.885409,-73.829146,2021-05-04T20:41:24-0400
7317042189,new york city,15950,2019.0,nissan,titan,fair,8 cylinders,gas,44499.0,clean,automatic,4wd,full-size,pickup,white,25.827103,-80.24152,2021-05-04T20:40:51-0400
7317041865,new york city,800,1999.0,honda,accord,fair,4 cylinders,gas,160985.0,clean,automatic,rwd,mid-size,coupe,brown,40.705001,-73.600642,2021-05-04T20:39:57-0400
7317041154,new york city,15295,2012.0,ford,econoline e250,excellent,5 cylinders,gas,64114.0,clean,automatic,4wd,full-size,van,grey,40.6621,-73.7353,2021-05-04T20:38:06-0400
7317040853,new york city,4600,2007.0,chevrolet,impala,excellent,4 cylinders,gas,165933.0,clean,automatic,4wd,mid-size,sedan,white,40.6958,-73.7617,2021-05-04T20:37:15-0400
7317040704,new york city,3950,2008.0,nissan,altima,fair,5 cylinders,gas,175500.0,clean,automatic,4wd,full-size,offroad,grey,40.5839,-73.9536,2021-05-04T20:36:51-0400
7317039043,new york city,17990,2011.0,mercedes-benz,benz gl450,excellent,8 cylinders,gas,56794.0,clean,automatic,4wd,full-size,SUV,silver,41.397054,-73.440256,2021-05-04T20:32:21-0400
7317038642,new york city,2500,2006.0,jeep,liberty 4x4,good,6 cylinders,gas,179000.0,clean,automatic,4wd,sub-compact,SUV,white,40.8011,-73.9371,2021-05-04T20:31:13-0400
7317038516,new york city,3900,2004.0,mercury,genesis coupe 3.8 track,excellent,5 cylinders,gas,51000.0,clean,automatic,4wd,full-size,offroad,grey,40.6795,-73.491,2021-05-04T20:30:53-0400
7317036473,new york city,8150,2011.0,hyundai,sonata,like new,4 cylinders,gas,61750.0,clean,automatic,fwd,full-size,sedan,red,40.6039,-74.1472,2021-05-04T20:25:33-0400
7317034698,new york city,8950,2009.0,nissan,murano,good,4 cylinders,gas,94075.0,clean,automatic,fwd,full-size,SUV,silver,41.1879,-73.1677,2021-05-04T20:20:44-0400
7317032951,new york city,36995,2017.0,jaguar,MASERATI LEVANTE,fair,5 cylinders,gas,58959.0,clean,automatic,4wd,full-size,SUV,grey,40.81603,-73.46397,2021-05-04T20:16:12-0400
7317032458,new york city,5300,2007.0,dodge,nitro,like new,6 cylinders,gas,82000.0,clean,automatic,4wd,mid-size,offroad,white,40.5085,-74.2445,2021-05-04T20:15:02-0400
7317032348,new york city,4900,2005.0,chevrolet,silverado,good,8 cylinders,gas,103000.0,clean,automatic,rwd,full-size,pickup,grey,40.9086,-73.8221,2021-05-04T20:14:44-0400
7317030950,new york city,0,2017.0,porsche,macan,fair,5 cylinders,gas,80077.0,clean,automatic,4wd,full-size,other,white,40.924076,-74.142895,2021-05-04T20:11:08-0400
7317030045,new york city,4900,2011.0,nissan,murano s,excellent,6 cylinders,gas,100000.0,clean,automatic,4wd,full-size,SUV,grey,40.6467,-73.957,2021-05-04T20:08:58-0400
7317028927,new york city,18995,2016.0,infiniti,q50,fair,5 cylinders,gas,48076.0,clean,automatic,4wd,full-size,sedan,white,40.81603,-73.46397,2021-05-04T20:06:13-0400
7317028823,new york city,4500,2007.0,subaru,outback,good,4 cylinders,gas,88740.0,clean,automatic,4wd,mid-size,wagon,grey,41.075993,-73.858166,2021-05-04T20:05:55-0400
7317025805,new york city,8450,2012.0,honda,civic ex-l,excellent,5 cylinders,gas,118891.0,clean,automatic,4wd,full-size,offroad,grey,40.7239,-73.8997,2021-05-04T19:59:04-0400
7317024779,new york city,2300,2000.0,toyota,sienna,excellent,6 cylinders,gas,186000.0,clean,automatic,4wd,full-size,offroad,grey,41.2701,-72.9638,2021-05-04T19:56:25-0400
7317024750,new york city,18995,2018.0,nissan,rogue,fair,5 cylinders,gas,36247.0,clean,automatic,4wd,full-size,SUV,grey,40.885409,-73.829146,2021-05-04T19:56:21-0400
7317024619,new york city,28995,2018.0,mercedes-benz,c-class,fair,5 cylinders,gas,21797.0,clean,automatic,4wd,full-size,coupe,white,40.81603,-73.46397,2021-05-04T19:56:03-0400
7317020960,new york city,2250,2001.0,toyota,corolla,excellent,4 cylinders,gas,83000.0,clean,automatic,fwd,full-size,offroad,grey,40.804,-73.953,2021-05-04T19:47:10-0400
7317020618,new york city,0,2013.0,honda,cr-v,fair,5 cylinders,gas,56195.0,clean,automatic,4wd,full-size,SUV,silver,40.689316,-73.721385,2021-05-04T19:46:21-0400
7317019822,new york city,0,2016.0,mercedes-benz,c-class,fair,5 cylinders,gas,54835.0,clean,automatic,4wd,full-size,sedan,grey,40.689316,-73.721385,2021-05-04T19:44:30-0400
7317018498,new york city,39990,2013.0,chevrolet,camaro zl1 coupe 2d,good,5 cylinders,other,25033.0,clean,other,4wd,full-size,coupe,silver,40.58,-74.14,2021-05-04T19:41:16-0400
7317019397,new york city,0,2014.0,honda,accord,fair,5 cylinders,gas,79936.0,clean,automatic,4wd,full-size,sedan,black,40.689316,-73.721385,2021-05-04T19:43:27-0400
7317015721,new york city,3900,2009.0,jaguar,scion xb,excellent,4 cylinders,gas,158000.0,clean,automatic,fwd,full-size,hatchback,blue,40.58826,-74.159978,2021-05-04T19:34:54-0400
7317015639,new york city,0,2013.0,ford,e-250,fair,5 cylinders,gas,50003.0,clean,automatic,fwd,full-size,van,white,40.689316,-73.721385,2021-05-04T19:34:43-0400
7317014110,new york city,64995,2015.0,chevrolet,corvette,fair,5 cylinders,gas,4243.0,clean,manual,4wd,full-size,coupe,black,40.833787,-73.338275,2021-05-04T19:31:19-0400
7317014114,new york city,45995,2017.0,mercedes-benz,s-class,fair,5 cylinders,gas,51295.0,clean,automatic,4wd,full-size,sedan,black,40.81603,-73.46397,2021-05-04T19:31:19-0400
7317009392,new york city,35590,2016.0,chevrolet,colorado crew cab z71,good,6 cylinders,gas,24660.0,clean,other,4wd,full-size,pickup,black,40.58,-74.14,2021-05-04T19:20:50-0400
7317009649,new york city,149995,2014.0,ferrari,458 spider,fair,5 cylinders,gas,59728.0,clean,automatic,4wd,full-size,convertible,white,40.81603,-73.46397,2021-05-04T19:21:19-0400
7317008860,new york city,0,1990.0,cadillac,fleetwood,fair,5 cylinders,gas,83000.0,clean,automatic,4wd,full-size,offroad,grey,40.6205,-73.9239,2021-05-04T19:19:45-0400
7317006471,new york city,1600,2000.0,honda,accord,fair,5 cylinders,gas,143000.0,clean,automatic,4wd,full-size,offroad,grey,40.6205,-73.9239,2021-05-04T19:14:23-0400
7317005980,new york city,26950,2020.0,jeep,wrangler unlimited,fair,4 cylinders,gas,23214.0,salvage,automatic,4wd,mid-size,SUV,black,25.827103,-80.24152,2021-05-04T19:13:16-0400
7317003882,new york city,8000,1967.0,jaguar,plymouth fury 3,good,8 cylinders,gas,40000.0,clean,automatic,rwd,full-size,sedan,green,40.6011,-73.9475,2021-05-04T19:08:34-0400
7317002356,new york city,3900,2006.0,acura,mdx,good,6 cylinders,gas,183619.0,clean,automatic,4wd,full-size,SUV,blue,40.7606,-73.7968,2021-05-04T19:05:12-0400
7317000198,new york city,38990,2020.0,tesla,model 3 standard range,good,5 cylinders,electric,9665.0,clean,other,4wd,full-size,sedan,white,40.8,-73.12,2021-05-04T19:00:44-0400
7316998136,new york city,20995,2018.0,jeep,compass,fair,5 cylinders,gas,30504.0,clean,automatic,4wd,full-size,SUV,white,40.885409,-73.829146,2021-05-04T18:56:13-0400
7316997251,new york city,5500,2004.0,honda,accord lx,like new,4 cylinders,gas,68000.0,clean,automatic,4wd,full-size,offroad,custom,40.9119,-73.81,2021-05-04T18:54:04-0400
7316995972,new york city,34990,2013.0,jeep,wrangler unlimited rubicon,good,5 cylinders,other,24423.0,clean,other,4wd,full-size,other,black,40.58,-74.14,2021-05-04T18:51:18-0400
7316995900,new york city,0,2013.0,hyundai,sonata,fair,5 cylinders,gas,61655.0,clean,automatic,4wd,full-size,sedan,black,40.924076,-74.142895,2021-05-04T18:51:11-0400
7316995576,new york city,2900,2004.0,honda,accord lx,good,4 cylinders,gas,140.0,clean,automatic,4wd,full-size,offroad,blue,40.9148,-73.8038,2021-05-04T18:50:30-0400
7316994677,new york city,8500,2009.0,mercedes-benz,benz e350 4matic,like new,6 cylinders,gas,110000.0,clean,automatic,4wd,full-size,offroad,silver,40.9092,-73.8028,2021-05-04T18:48:27-0400
7316993935,new york city,43199,2016.0,cadillac,escalade,fair,5 cylinders,gas,53773.0,clean,automatic,4wd,full-size,SUV,grey,40.885409,-73.829146,2021-05-04T18:46:39-0400
7316993871,new york city,24995,2018.0,mercedes-benz,glc-class,fair,5 cylinders,gas,51341.0,clean,automatic,4wd,full-size,SUV,black,40.81603,-73.46397,2021-05-04T18:46:28-0400
7316993752,new york city,12695,2015.0,bmw,x1,fair,5 cylinders,gas,68261.0,clean,automatic,4wd,full-size,SUV,white,40.81603,-73.46397,2021-05-04T18:46:14-0400
7316993702,new york city,4900,2010.0,nissan,versa,excellent,4 cylinders,gas,97000.0,clean,automatic,4wd,full-size,offroad,grey,40.9116,-73.8094,2021-05-04T18:46:08-0400
7316992855,new york city,39500,2020.0,ford,transit t250 extended,fair,5 cylinders,gas,5000.0,clean,automatic,4wd,full-size,offroad,grey,40.6179,-73.9856,2021-05-04T18:44:08-0400
7316992731,new york city,7999,2013.0,subaru,impreza 2.0i sport awd,excellent,4 cylinders,gas,150983.0,clean,automatic,4wd,full-size,hatchback,grey,41.613407,-73.578701,2021-05-04T18:43:46-0400
7316991423,new york city,22990,2016.0,volkswagen,beetle 1.8t dune,good,5 cylinders,gas,21802.0,clean,other,fwd,full-size,hatchback,white,40.8,-73.12,2021-05-04T18:41:00-0400
7316991392,new york city,30990,2020.0,chevrolet,bolt ev lt hatchback,good,5 cylinders,other,2588.0,clean,other,4wd,full-size,hatchback,orange,40.8,-73.12,2021-05-04T18:40:57-0400
7316989260,new york city,41995,2018.0,bmw,750i / b7,fair,5 cylinders,gas,51442.0,clean,automatic,4wd,full-size,sedan,white,40.81603,-73.46397,2021-05-04T18:36:16-0400
7316986965,new york city,15590,2014.0,volkswagen,jetta sportwagen 2.0l,good,5 cylinders,other,71453.0,clean,other,4wd,full-size,wagon,grey,40.73,-73.79,2021-05-04T18:31:16-0400
7316986876,new york city,17590,2011.0,cadillac,dts sedan 4d,good,5 cylinders,other,61670.0,clean,other,fwd,full-size,sedan,white,40.73,-73.79,2021-05-04T18:31:07-0400
7316986785,new york city,27990,2018.0,chrysler,pacifica touring l,good,6 cylinders,gas,26122.0,clean,other,fwd,full-size,van,grey,41.1,-73.79,2021-05-04T18:30:58-0400
7316986751,new york city,38990,2020.0,acura,mdx sh-awd sport utility,good,6 cylinders,gas,9434.0,clean,other,4wd,full-size,other,black,41.1,-73.79,2021-05-04T18:30:56-0400
7316986998,new york city,14499,2013.0,lexus,rx350 awd,like new,6 cylinders,gas,91494.0,clean,automatic,4wd,full-size,SUV,black,40.691651,-73.779198,2021-05-04T18:31:20-0400
7316986963,new york city,64995,2015.0,chevrolet,corvette,fair,5 cylinders,gas,4243.0,clean,manual,4wd,full-size,coupe,black,40.833787,-73.338275,2021-05-04T18:31:16-0400
7316986720,new york city,15999,2014.0,infiniti,qx60 awd,like new,6 cylinders,gas,74000.0,clean,automatic,4wd,full-size,SUV,black,40.680179,-73.762557,2021-05-04T18:30:54-0400
7316986686,new york city,20590,2013.0,volvo,c70 t5 premier plus,good,5 cylinders,other,68968.0,clean,other,4wd,full-size,other,black,40.8,-73.12,2021-05-04T18:30:52-0400
7316986523,new york city,11999,2014.0,bmw,x1 xdrive28i,like new,4 cylinders,gas,84000.0,clean,automatic,4wd,full-size,SUV,black,40.691651,-73.779198,2021-05-04T18:30:33-0400
7316986268,new york city,11999,2011.0,mercedes-benz,e350 luxury,like new,6 cylinders,gas,78000.0,clean,automatic,4wd,full-size,sedan,black,40.691651,-73.779198,2021-05-04T18:30:08-0400
7316986079,new york city,7999,2015.0,hyundai,sonata se,like new,4 cylinders,gas,87000.0,clean,automatic,fwd,mid-size,sedan,red,40.680179,-73.762557,2021-05-04T18:29:45-0400
7316983313,new york city,10900,2013.0,lincoln,navigator,like new,5 cylinders,gas,93249.0,clean,automatic,4wd,full-size,offroad,grey,40.6016,-73.9968,2021-05-04T18:23:45-0400
7316981985,new york city,37590,2016.0,mercedes-benz,cls-class cls 400,good,6 cylinders,other,33544.0,clean,other,4wd,full-size,coupe,silver,40.73,-73.79,2021-05-04T18:20:53-0400
7316981924,new york city,29590,2018.0,mazda,cx-9 touring sport utility,good,5 cylinders,other,23477.0,clean,other,4wd,full-size,other,grey,40.73,-73.79,2021-05-04T18:20:45-0400
7316977300,new york city,18990,2017.0,mitsubishi,outlander sel sport,good,5 cylinders,gas,56525.0,clean,other,4wd,full-size,other,grey,40.84,-73.87,2021-05-04T18:11:05-0400
7316977445,new york city,15590,2011.0,nissan,xterra s sport utility 4d,good,5 cylinders,other,100409.0,clean,other,4wd,full-size,other,red,40.64,-73.94,2021-05-04T18:11:21-0400
7316977376,new york city,22990,2018.0,honda,accord sport sedan 4d,good,5 cylinders,other,44617.0,clean,other,fwd,full-size,sedan,black,40.64,-73.94,2021-05-04T18:11:14-0400
7316977160,new york city,15990,2015.0,volkswagen,golf sportwagen tsi s,good,5 cylinders,gas,40095.0,clean,other,fwd,full-size,wagon,silver,40.64,-73.94,2021-05-04T18:10:50-0400
7316976850,new york city,5750,2007.0,gmc,canyon,fair,5 cylinders,gas,186000.0,clean,automatic,4wd,full-size,offroad,grey,41.1668,-73.2163,2021-05-04T18:10:13-0400
7316974772,new york city,41999,2016.0,ford,f-150,fair,5 cylinders,gas,46221.0,clean,automatic,4wd,full-size,pickup,white,40.629452,-74.128068,2021-05-04T18:05:57-0400
7316974014,new york city,3500,1999.0,acura,tl,excellent,6 cylinders,gas,112000.0,clean,automatic,fwd,mid-size,sedan,green,41.134284,-73.260076,2021-05-04T18:04:17-0400
7316973894,new york city,6500,2014.0,fiat,500l,like new,4 cylinders,gas,72765.0,clean,automatic,fwd,mid-size,hatchback,silver,40.607632,-73.930269,2021-05-04T18:04:01-0400
7316973595,new york city,7500,2010.0,audi,a6 3.0t quattro prestige,excellent,5 cylinders,gas,125000.0,clean,automatic,4wd,full-size,sedan,grey,40.5352,-74.2116,2021-05-04T18:03:20-0400
7316972498,new york city,31990,2019.0,honda,ridgeline rtl-t pickup 4d,good,5 cylinders,other,56909.0,clean,other,4wd,full-size,pickup,white,40.64,-73.94,2021-05-04T18:01:13-0400
7316972369,new york city,30590,2018.0,subaru,brz limited coupe 2d,good,5 cylinders,gas,9489.0,clean,other,rwd,full-size,coupe,blue,40.8,-73.12,2021-05-04T18:01:01-0400
7316972620,new york city,19495,2014.0,jaguar,MASERATI GHIBLI,fair,5 cylinders,gas,65174.0,clean,automatic,4wd,full-size,sedan,white,40.81603,-73.46397,2021-05-04T18:01:24-0400
7316969355,new york city,12995,2012.0,audi,q5,good,4 cylinders,gas,109785.0,clean,automatic,4wd,full-size,SUV,black,40.742957,-73.879983,2021-05-04T17:54:52-0400
7316969097,new york city,12800,2008.0,mercedes-benz,s-class,good,8 cylinders,gas,109778.0,clean,automatic,4wd,full-size,sedan,black,40.742957,-73.879983,2021-05-04T17:54:21-0400
7316969012,new york city,13775,2015.0,mazda,mazda6,good,4 cylinders,gas,128450.0,clean,automatic,4wd,full-size,sedan,silver,40.742957,-73.879983,2021-05-04T17:54:11-0400
7316967657,new york city,22995,2017.0,mercedes-benz,glc-class,fair,5 cylinders,gas,66841.0,clean,automatic,rwd,full-size,SUV,white,40.81603,-73.46397,2021-05-04T17:51:21-0400
7316967183,new york city,6400,2009.0,ford,e350,good,8 cylinders,gas,134099.0,clean,automatic,rwd,full-size,van,blue,40.7453,-73.8611,2021-05-04T17:50:34-0400
7316967104,new york city,13900,2017.0,honda,accord hybrid,good,other,hybrid,109000.0,clean,automatic,fwd,mid-size,sedan,silver,40.7428,-73.7588,2021-05-04T17:50:24-0400
7316966567,new york city,5500,2011.0,ford,transit connect xlt,good,4 cylinders,gas,124000.0,clean,automatic,fwd,compact,van,white,41.0856,-73.7776,2021-05-04T17:49:19-0400
7316965152,new york city,35995,2017.0,audi,q7,fair,5 cylinders,gas,53722.0,clean,automatic,4wd,full-size,SUV,black,40.885409,-73.829146,2021-05-04T17:46:20-0400
7316964674,new york city,11935,2016.0,nissan,rogue,excellent,5 cylinders,gas,83859.0,clean,automatic,4wd,full-size,SUV,grey,40.663398,-73.694283,2021-05-04T17:45:28-0400
7316962435,new york city,30990,2016.0,dodge,challenger r/t shaker,good,8 cylinders,gas,36758.0,clean,other,rwd,full-size,coupe,silver,40.58,-74.14,2021-05-04T17:40:57-0400
7316963155,new york city,1234,2010.0,jaguar,CARCASH,good,5 cylinders,gas,123456.0,clean,automatic,4wd,full-size,offroad,grey,40.7484,-73.9967,2021-05-04T17:42:23-0400
7316962594,new york city,18990,2012.0,infiniti,fx fx35 sport utility,good,5 cylinders,other,104106.0,clean,other,4wd,full-size,other,white,40.84,-73.87,2021-05-04T17:41:10-0400
7316962390,new york city,24990,2018.0,volvo,s60 t5 inscription sedan,good,5 cylinders,gas,28817.0,clean,other,4wd,full-size,sedan,silver,40.8,-73.12,2021-05-04T17:40:53-0400
7316962383,new york city,9900,2014.0,subaru,legacy 2.5i limited,excellent,4 cylinders,gas,104600.0,clean,automatic,4wd,full-size,sedan,red,40.96232,-73.839819,2021-05-04T17:40:52-0400
7316962226,new york city,37990,2020.0,honda,odyssey ex-l minivan 4d,good,6 cylinders,gas,3525.0,clean,other,fwd,full-size,van,grey,41.1,-73.79,2021-05-04T17:40:34-0400
7316960315,new york city,4500,2006.0,toyota,sienna le,fair,5 cylinders,gas,200000.0,clean,automatic,4wd,full-size,offroad,blue,40.6179,-73.9856,2021-05-04T17:36:34-0400
7316960114,new york city,20995,2017.0,bmw,x3,fair,5 cylinders,gas,76566.0,clean,automatic,4wd,full-size,SUV,black,40.81603,-73.46397,2021-05-04T17:36:11-0400
7316959757,new york city,7600,2007.0,chevrolet,express 3500,fair,5 cylinders,gas,74850.0,clean,automatic,4wd,full-size,offroad,grey,40.7928,-73.7767,2021-05-04T17:35:28-0400
7316959356,new york city,7999,2011.0,honda,pilot exl 4wd,excellent,5 cylinders,gas,130000.0,clean,automatic,4wd,full-size,SUV,grey,40.6179,-73.9856,2021-05-04T17:34:40-0400
7316958928,new york city,6100,2010.0,subaru,impreza,good,4 cylinders,gas,103000.0,clean,manual,4wd,mid-size,hatchback,black,40.9719,-73.7181,2021-05-04T17:33:51-0400
7316957617,new york city,17990,2014.0,buick,lacrosse premium i sedan,good,6 cylinders,other,67269.0,clean,other,fwd,full-size,sedan,purple,41.1,-73.79,2021-05-04T17:31:15-0400
7316957550,new york city,33590,2018.0,gmc,acadia slt-2 sport utility,good,5 cylinders,other,20631.0,clean,other,fwd,full-size,other,black,41.1,-73.79,2021-05-04T17:31:07-0400
7316957543,new york city,30990,2017.0,cadillac,ct6 3.6 luxury sedan 4d,good,6 cylinders,gas,53561.0,clean,other,4wd,full-size,sedan,grey,40.73,-73.79,2021-05-04T17:31:07-0400
7316958130,new york city,3800,2008.0,toyota,camry,good,6 cylinders,gas,202000.0,clean,automatic,fwd,full-size,sedan,silver,41.2091,-73.2086,2021-05-04T17:32:16-0400
7316958095,new york city,5500,2009.0,toyota,camry se sport,like new,5 cylinders,gas,168000.0,clean,automatic,fwd,full-size,offroad,grey,40.6179,-73.9856,2021-05-04T17:32:12-0400
7316957419,new york city,17590,2013.0,acura,ilx 2.0l sedan 4d,good,5 cylinders,other,30545.0,clean,other,fwd,full-size,sedan,grey,40.73,-73.79,2021-05-04T17:30:58-0400
7316956901,new york city,12500,2013.0,honda,accord sport,like new,5 cylinders,gas,120000.0,clean,automatic,4wd,full-size,offroad,black,40.6179,-73.9856,2021-05-04T17:30:05-0400
7316956109,new york city,7400,2009.0,infiniti,genesis coupe 3.8 track,fair,5 cylinders,gas,120000.0,clean,automatic,4wd,full-size,offroad,grey,40.6179,-73.9856,2021-05-04T17:28:33-0400
7316955649,new york city,7900,2012.0,volkswagen,gti,excellent,4 cylinders,gas,130000.0,clean,manual,fwd,mid-size,sedan,black,40.8798,-73.9067,2021-05-04T17:27:39-0400
7316955567,new york city,3000,2005.0,buick,lacrosse,excellent,5 cylinders,gas,120000.0,clean,automatic,fwd,full-size,offroad,grey,40.6179,-73.9856,2021-05-04T17:27:29-0400
7316954598,new york city,11500,2013.0,acura,mdx sh-awd,excellent,5 cylinders,gas,180000.0,clean,automatic,4wd,full-size,offroad,black,40.6179,-73.9856,2021-05-04T17:25:39-0400
7316952802,new york city,10527,2008.0,ford,explorer limited,excellent,8 cylinders,gas,90000.0,clean,automatic,4wd,full-size,SUV,white,40.962524,-73.722509,2021-05-04T17:22:06-0400
7316952721,new york city,5500,2007.0,mercedes-benz,r320 cdi,good,6 cylinders,diesel,129999.0,clean,automatic,4wd,full-size,offroad,grey,40.6112,-74.1405,2021-05-04T17:21:56-0400
7316952314,new york city,599,2018.0,dodge,charger,fair,5 cylinders,gas,25069.0,clean,automatic,rwd,full-size,sedan,black,40.707152,-73.669059,2021-05-04T17:21:13-0400
7316951179,new york city,16525,2011.0,ford,f350,excellent,8 cylinders,gas,65589.0,clean,automatic,4wd,full-size,pickup,white,40.84362,-73.411964,2021-05-04T17:19:11-0400
7316949642,new york city,4299,2006.0,ford,explorer,fair,5 cylinders,gas,207699.0,clean,automatic,4wd,full-size,SUV,grey,40.862572,-74.096558,2021-05-04T17:16:25-0400
7316949547,new york city,14995,2014.0,bmw,535i,fair,5 cylinders,gas,112336.0,clean,automatic,4wd,full-size,sedan,grey,40.81603,-73.46397,2021-05-04T17:16:15-0400
7316946857,new york city,16990,2019.0,ford,fiesta se hatchback 4d,good,5 cylinders,gas,17844.0,clean,other,fwd,full-size,hatchback,blue,40.73,-73.79,2021-05-04T17:11:14-0400
7316946827,new york city,39990,2019.0,infiniti,q60 3.0t luxe coupe 2d,good,6 cylinders,gas,13785.0,clean,other,4wd,full-size,coupe,grey,40.73,-73.79,2021-05-04T17:11:12-0400
7316946525,new york city,59500,1972.0,chevrolet,c10,fair,8 cylinders,gas,999999.0,clean,automatic,4wd,full-size,offroad,grey,48.403926,-122.369334,2021-05-04T17:10:42-0400
7316944968,new york city,8500,2011.0,bmw,x3 awd 4dr 28i,excellent,5 cylinders,gas,135000.0,clean,automatic,4wd,full-size,SUV,black,40.6306,-74.1379,2021-05-04T17:07:40-0400
7316944260,new york city,38995,2016.0,mercedes-benz,s-class,fair,5 cylinders,gas,72055.0,clean,automatic,4wd,full-size,sedan,white,40.81603,-73.46397,2021-05-04T17:06:19-0400
7316943666,new york city,3800,2003.0,mazda,mazda6,fair,4 cylinders,gas,82195.0,clean,automatic,fwd,full-size,sedan,silver,40.40825,-74.372882,2021-05-04T17:05:20-0400
7316943571,new york city,4200,2005.0,volkswagen,jetta,fair,5 cylinders,gas,102437.0,clean,automatic,fwd,full-size,sedan,black,40.18157,-74.663384,2021-05-04T17:05:10-0400
7316943492,new york city,6200,2012.0,jeep,liberty,fair,6 cylinders,gas,149604.0,clean,automatic,4wd,full-size,SUV,grey,40.40825,-74.372882,2021-05-04T17:05:03-0400
7316943404,new york city,3500,2005.0,dodge,grand caravan,fair,6 cylinders,gas,117354.0,clean,automatic,fwd,full-size,van,silver,40.18157,-74.663384,2021-05-04T17:04:52-0400
7316941324,new york city,17990,2010.0,acura,mdx sport utility 4d,good,6 cylinders,gas,73049.0,clean,other,4wd,full-size,other,grey,40.64,-73.94,2021-05-04T17:01:12-0400
7316941226,new york city,15990,2012.0,lincoln,mkz hybrid sedan 4d,good,5 cylinders,hybrid,53270.0,clean,other,fwd,full-size,sedan,white,40.64,-73.94,2021-05-04T17:01:05-0400
7316941408,new york city,34990,2015.0,mercedes-benz,gl-class gl 450,good,6 cylinders,gas,44752.0,clean,other,4wd,full-size,other,black,40.64,-73.94,2021-05-04T17:01:19-0400
7316941371,new york city,23990,2013.0,mercedes-benz,m-class ml 350,good,6 cylinders,gas,52334.0,clean,other,4wd,full-size,other,black,40.64,-73.94,2021-05-04T17:01:15-0400
7316941461,new york city,25990,2018.0,volkswagen,golf gti se hatchback,good,5 cylinders,gas,21732.0,clean,other,fwd,full-size,sedan,white,41.12,-73.34,2021-05-04T17:01:23-0400
7316941279,new york city,19590,2014.0,volkswagen,cc 3.6 vr6 4motion,good,5 cylinders,other,49728.0,clean,other,4wd,full-size,sedan,black,40.64,-73.94,2021-05-04T17:01:09-0400
7316941308,new york city,31590,2017.0,chevrolet,silverado 1500 double,good,5 cylinders,other,25523.0,clean,other,4wd,full-size,pickup,black,40.64,-73.94,2021-05-04T17:01:11-0400
7316941193,new york city,30990,2017.0,jeep,grand cherokee limited,good,6 cylinders,gas,14134.0,clean,other,4wd,full-size,other,white,40.64,-73.94,2021-05-04T17:01:01-0400
7316941340,new york city,4000,2019.0,chevrolet,bolt ev premier,excellent,5 cylinders,electric,33000.0,clean,other,4wd,compact,hatchback,white,40.5923,-73.7933,2021-05-04T17:01:13-0400
7316941117,new york city,5995,2012.0,nissan,xterra,excellent,6 cylinders,gas,189000.0,clean,automatic,4wd,full-size,SUV,black,41.134807,-73.366699,2021-05-04T17:00:54-0400
7316941059,new york city,3900,2004.0,mercury,grand marquis,fair,5 cylinders,gas,51000.0,clean,automatic,4wd,full-size,offroad,grey,40.6039,-74.1472,2021-05-04T17:00:48-0400
7316937821,new york city,3250,2004.0,lexus,es330,fair,5 cylinders,gas,179872.0,clean,automatic,4wd,full-size,offroad,grey,40.6424,-73.9758,2021-05-04T16:54:43-0400
7316936058,new york city,27590,2019.0,acura,tlx 3.5 sedan 4d,good,6 cylinders,gas,14448.0,clean,other,fwd,full-size,sedan,white,40.84,-73.87,2021-05-04T16:51:25-0400
7316936040,new york city,20590,2015.0,jaguar,Scion tC Hatchback Coupe 2D,good,5 cylinders,other,9662.0,clean,other,fwd,full-size,coupe,black,40.8,-73.12,2021-05-04T16:51:23-0400
7316935972,new york city,22590,2010.0,chevrolet,silverado 1500,good,8 cylinders,gas,71229.0,clean,other,4wd,full-size,pickup,blue,40.8,-73.12,2021-05-04T16:51:17-0400
7316936604,new york city,8500,2011.0,honda,accord,good,4 cylinders,gas,76417.0,clean,automatic,fwd,mid-size,sedan,black,40.701,-73.6758,2021-05-04T16:52:25-0400
