region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,lat,long
1.5159623066523338,11.691071650353702,-0.7781280879306162,18,-1.4240619782402573,1,6,0,-0.15372377020739403,0,0,0,1,0,0,-4.048730622320897,0.7212182955515952
1.5159623066523338,8.00603417874901,-0.28657488785957524,29,0.8496641996381464,2,5,2,0.10808600008555744,0,2,1,1,5,9,0.29114915004922387,1.1015948433167226
1.5159623066523338,9.305650551780507,0.008357032183049307,17,-0.3364799499576127,0,5,2,-0.025254045505261783,0,0,0,2,0,5,0.37477919806901194,1.1153890689345989
1.5159623066523338,9.90323752128092,0.6965315122825065,22,0.22203873748337033,1,4,2,-0.13478511601193358,0,0,0,1,9,10,0.3449766499366175,1.1421595555085438
1.5159623066523338,7.972121128921655,-0.679817447916408,29,0.5335856726685029,2,5,2,0.4119628890681906,0,0,0,2,0,9,0.2876609005874811,1.1135941426835554
1.5159623066523338,10.239781201782993,0.7948421522967147,1,0.9788145654967104,1,4,2,-0.33091894270456357,0,0,0,1,0,5,0.365313730558998,1.1194791406763351
1.5159623066523338,9.67721410821299,0.8931527923109229,29,1.395721009671724,1,6,2,-0.2307460047547844,0,0,0,1,8,10,-4.048730622320897,0.7212182955515952
1.5159623066523338,6.684611727667927,-1.0730600079732406,15,-1.2314693273985389,1,3,2,0.28735828660557344,0,0,2,2,3,2,0.31243069619813724,1.1336711070454808
1.5159623066523338,9.635281256585003,0.20497831221146567,12,-0.4441052548397494,0,4,2,-0.14350276801360162,0,0,0,1,11,5,0.29985511719324104,1.1253077444464172
1.5159623066523338,8.433811582477187,-0.28657488785957524,6,0.1801215134766434,0,3,2,0.3093659101281517,0,0,0,2,9,10,0.30973360516473236,1.1236680886323152
1.5159623066523338,8.281470857895167,-0.18826424784536705,29,-1.185020511607301,1,4,2,0.35191783701588536,0,0,0,1,6,5,0.27693233501606795,1.1117495298926918
1.5159623066523338,9.79757132694458,0.10666767219725748,25,-1.041142472449076,0,6,2,-0.17606052957085158,0,0,0,1,0,9,0.5152923352525942,1.1436323887651954
1.5159623066523338,7.824046010856292,-0.3848855278737834,19,0.3387272259345291,2,5,2,0.3674850727331497,0,0,0,3,0,10,0.3406002159480603,1.1127743147765048
1.5159623066523338,8.268731832117737,-0.5815068079021998,26,-9.259957669577317e-06,0,4,2,-0.20183097635537428,0,0,0,1,6,5,0.30495558279276386,1.1404807715443332
1.5159623066523338,9.005773206234908,0.10666767219725748,16,1.216723134183539,3,3,2,-0.15401732379520527,0,0,1,1,9,8,0.2827949391534531,1.0997253872559474
1.5159623066523338,9.099408811268901,-0.08995360783115887,29,0.5256553870456085,2,3,2,-0.010242782492185468,0,0,1,1,0,9,0.4539829799650717,1.1605603444495989
1.5159623066523338,10.518538047359652,0.6965315122825065,18,-1.3821447542335303,1,4,2,-0.16643108233431522,0,0,0,1,0,5,0.3449766499366175,1.1421595555085438
1.5159623066523338,8.575462099540212,-0.28657488785957524,9,0.5868318761365073,3,5,2,-0.0639497457167474,0,0,0,2,6,10,0.25483031741812884,1.093682261850187
1.5159623066523338,8.496990484098719,-0.4831961678879916,6,1.1623440327694068,2,6,2,0.029453668586838566,0,0,2,1,8,5,0.37211171318650105,1.1199167548758102
1.5159623066523338,8.496990484098719,0.10666767219725748,29,0.5301869788301196,0,5,2,0.016110323686326287,0,0,0,1,0,5,0.29534091200745527,1.1115383620984516
1.5159623066523338,9.851931065621725,0.5982208722682983,17,0.8202088530388248,1,4,2,-0.21483628985174025,0,0,0,1,9,10,0.3449766499366175,1.1421595555085438
1.5159623066523338,8.411832675758411,-0.28657488785957524,35,0.6423438754967673,2,3,2,-0.033971697506929806,0,0,0,2,12,5,0.42117965790495815,1.117676761444319
1.5159623066523338,9.041921720351219,0.20497831221146567,15,-0.7975694140316089,0,4,2,0.10013336652485211,0,0,0,1,6,5,0.3179705639777578,1.115097160513149
1.5159623066523338,7.7406644019172415,-0.9747493679590324,37,1.128357094385574,0,5,2,0.3986195441676783,0,0,0,1,6,5,0.478078282969721,1.173224201286541
1.5159623066523338,9.851931065621725,0.7948421522967147,29,0.9629539942509219,1,4,2,-0.26744909879446016,0,0,0,1,0,5,0.365313730558998,1.1194791406763351
1.5159623066523338,10.274878680310541,0.7948421522967147,25,-0.9856304730888161,1,4,2,-0.33171954339859433,0,0,0,1,3,10,0.3449766499366175,1.1421595555085438
1.5159623066523338,7.718685495198466,-0.8764387279448242,37,-0.6865454153110889,0,3,2,-0.0595019640832433,0,0,1,1,6,5,0.3414502935479821,1.1117867947975573
1.5159623066523338,10.596384701840863,0.3032889522256738,6,-0.9289855757824284,2,4,4,-0.3173265220325751,0,2,0,1,3,9,0.27578912720927756,1.1001725661143387
1.5159623066523338,8.268731832117737,-0.08995360783115887,18,1.0887056662711025,0,3,2,0.2740816584295637,0,0,1,1,4,1,0.27821038271801724,1.0989317689986526
1.5159623066523338,11.08206562284212,0.4999102322540902,6,-0.6650203543346616,1,4,2,-0.40979590219312517,0,1,0,1,3,0,0.35018176301999504,1.1499662425370853
1.5159623066523338,10.736287973911258,0.6965315122825065,25,1.013934401826671,1,4,2,-0.2005188807734906,0,0,0,1,9,0,0.3449766499366175,1.1421595555085438
1.5159623066523338,10.479819978504239,0.5982208722682983,6,-0.7261968434255603,2,5,2,-0.3189855445818721,0,2,0,1,8,0,0.27578912720927756,1.1001725661143387
1.5159623066523338,11.918357239189492,0.401599592239882,10,-1.591730874267165,1,4,2,-0.16301073825815057,0,0,0,1,2,10,0.3449766499366175,1.1421595555085438
1.5159623066523338,7.3777589082278725,-0.9747493679590324,15,-1.2314693273985389,1,4,2,0.2073649339270023,0,0,0,1,6,5,0.2876609005874811,1.1135941426835554
1.5159623066523338,10.201738576337144,0.9914634323251311,19,1.6358953742508082,1,3,2,-0.32541703682391904,5,0,0,2,0,0,-4.048730622320897,0.7212182955515952
1.5159623066523338,8.987196820661973,-4.219000488427902,18,0.754500772163415,2,6,2,-0.2507565743239193,0,0,2,1,9,4,0.28197417457421914,1.1121283897588283
1.5159623066523338,8.268731832117737,-0.3848855278737834,0,0.4554157143856878,2,5,2,0.38802937609830507,0,0,0,1,0,1,0.3287284425698567,1.1214880916976575
